tobs tobs_E tobs_e alpha alpha_E alpha_e
147.996	16.173	-18.929	1.00798443110243	0.505741682534888	-0.374776725726014
184.347	19.939	-20.178	1.10153729539771	0.372739698594975	-0.276557809103782
217.067	14.799	-12.781	1.17113128307047	0.290640578012794	-0.215671008757626
249.925	22.058	-18.059	1.23117066683567	0.244404077202751	-0.180932183498011
296.552	18.055	-24.569	1.30403401604846	0.239563354960187	-0.176192175910001
338.378	28.884	-23.77	1.36023400060659	0.276254384098561	-0.202469820439037
407.307	52.725	-40.046	1.40411880217086	0.327928573598793	-0.240126718061919
504.101	43.687	-44.069	1.29774586337718	0.253347343358709	-0.18592722490768
626.759	86.512	-78.971	1.18908989525862	0.235006004784298	-0.173646295086592
790.918	52.732	-77.648	1.07302669350579	0.291709608631381	-0.216419832566209
886.205	55.231	-42.555	1.04761390583112	0.281997016363648	-0.209262539207272
977.529	44.140	-36.094	1.05575518926298	0.236270350937591	-0.175545329437387
1070.337	66.669	-48.667	1.06328398292157	0.21960588823932	-0.163591560322743
1190.629	54.191	-53.623	1.07212489196171	0.238476003650638	-0.178177931282266
1291.530	58.597	-46.71	1.07887715247312	0.276136963298618	-0.20650664348276
1400.205	45.201	-50.077	1.08558336652885	0.326273718693612	-0.244020706017759
1565.051	106.008	-119.646	1.0948220087075	0.407359327052413	-0.304547653338063
7127.205	10536.450	-2059.398	1.08302088231071	0.305982178490187	-0.228851603830932
30198.267	14607.054	-2962.359	1.08302088231071	0.305982178490187	-0.228851603830932
